source,subject,sender,date,body,summary,label,keywords,priority
email,"Adebayo, a few Google+ posts you may like","""Google+"" <noreply-67fea672@plus.google.com>","Sat, 28 Feb 2015 20:40:13 -0800 (PST)","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDTqZSrhsQCFUELNQodeRYAZw&path=%2Fsettings%2Fplus&dt=1425184813494&src=ig&ub=37&uob=SYSTEM_REENGAGEMENT
Unsubscribe from these emails:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDTqZSrhsQCFUELNQodeRYAZw&path=%2Fsettings%2Funsubscribe%3Fueat%3DAJ7SsMl6dPBzwAJDOQMIsmfHNdfNvWzO0f66Z9-CCVWbxf3sh7huWmmtJpvGhqy56ALMAV8oKedH-L6_ExXcmZjhJlVXYqzANBf42H0O2YTZqei1oU79ydVXul6aL7SzWP-etbV2NCDaX5PViT_1QSUD-jxW1Apy33whWjuQ7EhD5osy8DCW05gIMigzJDRGKhEGbmfHeFAQ&dt=1425184813494&ub=37&uob=SYSTEM_REENGAGEMENT

","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDTqZSrhsQCFUELNQodeRYAZw&path=%2Fsettings%2Fplus&dt=142518...",routine,update,medium
email,"Adebayo, a few Google+ posts you may like","""Google+"" <noreply-67fea672@plus.google.com>","Sun, 15 Mar 2015 22:14:17 -0700 (PDT)","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COjh_9-OrMQCFR1ZHgodYE0A_w&path=%2Fsettings%2Fplus&dt=1426482857574&src=ig&ub=37
Unsubscribe from these emails:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COjh_9-OrMQCFR1ZHgodYE0A_w&path=%2Fsettings%2Funsubscribe%3Fueat%3DAJ7SsMmVNx1cwFUOTPcinqmcN26FR1zjmdt0EZT4T1lQeJCpZykUhmtIQBzjQ4U7akyXf4LnPi1bEwPnF6KH37Xf5M8DjS_qb7y8W_eB3BzHgGrr8V7sKZ7mwmCLGjWDQBnK1GXuS9fc1bRZbnJ2TJJI690mRkPtuYB5HvwjqPpCiKFgQxvrEELNv-vP51UnDIdGr02uLlGl&dt=1426482857574&ub=37

","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COjh_9-OrMQCFR1ZHgodYE0A_w&path=%2Fsettings%2Fplus&dt=142648...",routine,"75, update",medium
email,"Adebayo, do you know uche jude, Mansur Hashim or Sani Hashim?","""Google+"" <noreply-67fea672@plus.google.com>","Tue, 31 Mar 2015 03:14:06 -0700 (PDT)","People you may know on Google+

uche jude

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDjzd6t0sQCFYG_HgodqH8ASA&path=%2F113298230928312531557&dt=1427796846150&ub=37

Mansur Hashim
3 people in common
Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDjzd6t0sQCFYG_HgodqH8ASA&path=%2F102612136643259464749&dt=1427796846150&ub=37

Sani Hashim
3 people in common
Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDjzd6t0sQCFYG_HgodqH8ASA&path=%2F102746175174738631030&dt=1427796846150&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDjzd6t0sQCFYG_HgodqH8ASA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1427796846150&ub=37

","People you may know on Google+

uche jude

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNDjzd6t0sQCFYG_HgodqH8ASA&path=%2F113298230928312531557&dt=1427796846150&ub=37

Mansur Hashim
3 people in common
Add them:  
https://plus.google.com/_/notifi...",routine,"75, update",medium
email,Please complete your Box signup,"""Box"" <noreply@box.com>","Wed,  8 Apr 2015 05:25:38 -0700 (PDT)"," 
 Verify your email to start using Box 
 Welcome to Box! Just verify your email to get started. We do this as a security precaution to verify your credentials. 
 Verify Email 
 
 
 © 2015 
 About Box  •  Privacy Policy  •  Edit Notification Settings  •  4440 El Camino Real, Los Altos, CA 94022, USA 
 
 
 
"," 
 Verify your email to start using Box 
 Welcome to Box! Just verify your email to get started. We do this as a security precaution to verify your credentials. 
 Verify Email 
 
 
 © 2015 
 About Box  •  Privacy Policy  •  Edit Notification Settings  •  4440 El Camino Real, Los Altos, CA 940...",unclassified,,low
email,"Adebayo, a few Google+ posts you may like","""Google+"" <noreply-67fea672@plus.google.com>","Fri, 08 May 2015 00:11:56 -0700 (PDT)","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPDbxvLLscUCFQVFHgodbwIAqA&path=%2Fsettings%2Fplus&dt=1431069116274&src=ig&ub=37
Unsubscribe from these emails:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPDbxvLLscUCFQVFHgodbwIAqA&path=%2Fsettings%2Funsubscribe%3Fueat%3DAJ7SsMlSyu7zLQWX6rrlWAA_dCbY_A1gRSH7XNxuStPb-XTx2MZa7UUHaJJWPSAqgkNq8k68wYpjUyUmJpPcP2eO4VIjXCrRIxa6UBzp3UUr_gNg6VGXm4pki5x5CFHZlbqBH5dU1AoODQSIOw6VMvZdMtUJ9P5j-jBw7vt0JCoRcjG2thntLWrPUNda5bHEzvm18Jy5vXIB&dt=1431069116274&ub=37

","Posts from Google+ picked for you


This notification was sent to tollyboy88@gmail.com; Go to your notification  
delivery settings to update your address:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPDbxvLLscUCFQVFHgodbwIAqA&path=%2Fsettings%2Fplus&dt=143106...",routine,update,medium
email,=?UTF-8?B?V2VsY29tZSB0byBTbGFja2VyIFJhZGlv?=  ,"""Slacker Radio"" <support@slacker.com>","Tue, 12 May 2015 13:15:13 -0700","Slacker Radio is the definitive new radio experience.

Thanks for registering for your free Slacker account. You can now explore millions of songs and albums, as well as hundreds of hand-crafted music stations and exclusive specials hosted by the likes of Luke Bryan, John Legend, The Black Keys, and more.

Slacker allows fans to delve into their favorite artists in a way that transcends the mere playlists offered by other services. We also provide top-tier non-music offerings from ESPN, ABC, The Nerdist, and American Public Media.

Looking for even more personalization?

Slacker Radio Plus ($3.99/mo) - Enjoy a commercial-free experience with unlimited songs skips. Customize and download your favorite stations for offline listening.

Slacker Premium ($9.99/mo) - The ultimate experience with commercial-free radio, offline listening and unlimited on-demand access to Slacker’s unrivaled library of songs and albums.

Click “Upgrade” in your Slacker app or click here to get started.

Copyright © 2013 Slacker, Inc. All rights reserved.

You received this email because you registered for a Slacker Radio account.
Unless you opted in to the Slacker Newsletter you will not receive any additional emails.
Please feel free to review our privacy policy.
iPhone, iPad and the iPhone image are registered trademarks of Apple, Inc.
BlackBerry is a registered trademark of Research in Motion Limited.


","Slacker Radio is the definitive new radio experience.

Thanks for registering for your free Slacker account. You can now explore millions of songs and albums, as well as hundreds of hand-crafted music stations and exclusive specials hosted by the likes of Luke Bryan, John Legend, The Black Keys, a...",mental_health,low,high
email,Google Account: sign-in attempt blocked,Google <no-reply@accounts.google.com>,"Fri, 15 May 2015 05:03:47 +0000 (UTC)","
Hi Adebayo,

We recently blocked a sign-in attempt to your Google Account  
[tollyboy88@gmail.com].

Sign in attempt details:
Date & Time: Friday, May 15, 6:03 AM GMT+1
Location: Lagos, Nigeria

If this wasn't you:
Please review your Account Activity page at  
https://security.google.com/settings/security/activity to see if anything  
looks suspicious. Whoever tried to sign in to your account knows your  
password; we recommend that you change it right away.

If this was you:
You can switch to an app made by Google such as Gmail to access your  
account (recommended) or change your settings at  
https://www.google.com/settings/security/lesssecureapps so that your  
account is no longer protected by modern security standards.

To learn more, see https://support.google.com/accounts/answer/6010255.

Sincerely,
The Google Accounts team

This email can't receive replies. For more information, visit the Google  
Accounts Help Center (https://support.google.com/accounts/answer/6010255).



You have received this mandatory email service announcement to update you  
about important changes to your Google product or account.

  (c) 2015 Google Inc., 1600 Amphitheatre Parkway, Mountain View, CA 94043,  
USA

","
Hi Adebayo,

We recently blocked a sign-in attempt to your Google Account  
[tollyboy88@gmail.com].

Sign in attempt details:
Date & Time: Friday, May 15, 6:03 AM GMT+1
Location: Lagos, Nigeria

If this wasn't you:
Please review your Account Activity page at  
https://security.google.co...",routine,update,medium
email,Google Account password changed,Google <no-reply@accounts.google.com>,"Fri, 15 May 2015 05:35:44 +0000 (UTC)","
Hi Adebayo,

The password for your Google Account - tollyboy88@gmail.com - was recently  
changed.
If you made this change, you don't need to do anything more.

If you didn't change your password, your account might have been hijacked.  
To get back into your account, you'll need to reset your password by  
clicking this link:  
https://accounts.google.com/RecoverAccount?fpOnly=1&source=ancppe&Email=tollyboy88@gmail.com.

To fix an issue or learn more about your account, visit our help center:
https://support.google.com/accounts/answer/1628875.

Sincerely,
The Google Accounts team

This email can't receive replies. For more information, visit the Google  
Accounts Help Center (https://support.google.com/accounts/answer/1628875).



You have received this mandatory email service announcement to update you  
about important changes to your Google product or account.

  (c) 2015 Google Inc., 1600 Amphitheatre Parkway, Mountain View, CA 94043,  
USA

","
Hi Adebayo,

The password for your Google Account - tollyboy88@gmail.com - was recently  
changed.
If you made this change, you don't need to do anything more.

If you didn't change your password, your account might have been hijacked.  
To get back into your account, you'll need to reset y...",routine,"75, update",medium
email,Kurfi Abdurrauf added you back on Google+,"""Google+"" <noreply-b174633b@plus.google.com>","Sat, 16 May 2015 05:35:52 -0700 (PDT)","Kurfi is already in one of your circles. Learn more:  
http://www.google.com/support/+/bin/answer.py?answer=1047805

View profile:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COiGtZyjxsUCFQaqTAod4ksA3A&path=%2F104480880947059951409&dt=1431779752579&ub=CIRCLE_PERSONAL_ADD

------------------------
Change what email Google+ sends you:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COiGtZyjxsUCFQaqTAod4ksA3A&path=%2Fsettings%2Fplus&dt=1431779752579&ub=CIRCLE_PERSONAL_ADD
Google Inc., 1600 Amphitheatre Pkwy, Mountain View, CA 94043 USA


","Kurfi is already in one of your circles. Learn more:  
http://www.google.com/support/+/bin/answer.py?answer=1047805

View profile:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=COiGtZyjxsUCFQaqTAod4ksA3A&path=%2F104480880947059951409&dt=1431779752579&ub=CIRCLE_PE...",elderly_support,75,high
email,Google Account: sign-in attempt blocked,Google <no-reply@accounts.google.com>,"Sat, 16 May 2015 14:45:40 +0000 (UTC)","
Hi Adebayo,

We recently blocked a sign-in attempt to your Google Account  
[tollyboy88@gmail.com].

Sign in attempt details:
Date & Time: Saturday, May 16, 3:45 PM GMT+1
Location: Nigeria

If this wasn't you:
Please review your Account Activity page at  
https://security.google.com/settings/security/activity to see if anything  
looks suspicious. Whoever tried to sign in to your account knows your  
password; we recommend that you change it right away.

If this was you:
You can switch to an app made by Google such as Gmail to access your  
account (recommended) or change your settings at  
https://www.google.com/settings/security/lesssecureapps so that your  
account is no longer protected by modern security standards.

To learn more, see https://support.google.com/accounts/answer/6010255.

Sincerely,
The Google Accounts team

This email can't receive replies. For more information, visit the Google  
Accounts Help Center (https://support.google.com/accounts/answer/6010255).



You have received this mandatory email service announcement to update you  
about important changes to your Google product or account.

  (c) 2015 Google Inc., 1600 Amphitheatre Parkway, Mountain View, CA 94043,  
USA

","
Hi Adebayo,

We recently blocked a sign-in attempt to your Google Account  
[tollyboy88@gmail.com].

Sign in attempt details:
Date & Time: Saturday, May 16, 3:45 PM GMT+1
Location: Nigeria

If this wasn't you:
Please review your Account Activity page at  
https://security.google.com/set...",routine,update,medium
email,"Miranda, Eminem, and Class of 2015 Graduation  ","""Slacker Radio"" <newletters@slacker.com>","Tue, 19 May 2015 14:18:11 -0700","

Start listening for free!
http://newsletter.slacker.com/ct/4549819:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

Download for free and listen anywhere.
iTunes App Store:
http://newsletter.slacker.com/ct/4549822:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

Google Play Store:
http://newsletter.slacker.com/ct/4549823:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

Discover the musical DNA of Miranda Lambert, listen to the top 33
from Eminem, and turn up the night with Grad Party 2015!
http://newsletter.slacker.com/ct/4549819:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

support@slacker.com
Copyright © 2014 Slacker, Inc. All rights reserved.
16935 W. Bernardo Dr. Suite 270 San Diego, CA 92127



****************************************************************
This is a test message, this footer is for display purposes only.
You do not have the option to unsubscribe or change your
preferences.
        






","

Start listening for free!
http://newsletter.slacker.com/ct/4549819:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

Download for free and listen anywhere.
iTunes App Store:
http://newsletter.slacker.com/ct/4549822:12972526870:m:3:431043254:47FAA3D4D1BD4F7A7F1D05FF8E89374B:r

...",unclassified,,low
email,"Adebayo, do you know uche jude, Mansur Hashim or mahmood Rufa'i makama?","""Google+"" <noreply-67fea672@plus.google.com>","Sat, 23 May 2015 02:47:24 -0700 (PDT)","People you may know on Google+

uche jude

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNCC3s_K18UCFc3eHgodmREAgg&path=%2F113298230928312531557&dt=1432374444788&ub=37

Mansur Hashim
4 people in common
Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNCC3s_K18UCFc3eHgodmREAgg&path=%2F102612136643259464749&dt=1432374444788&ub=37

mahmood Rufa'i makama
2 people in common
Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNCC3s_K18UCFc3eHgodmREAgg&path=%2F118013762116266877836&dt=1432374444788&ub=37

This notification was sent to tollyboy88@gmail.com. Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNCC3s_K18UCFc3eHgodmREAgg&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1432374444788&ub=37

","People you may know on Google+

uche jude

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNCC3s_K18UCFc3eHgodmREAgg&path=%2F113298230928312531557&dt=1432374444788&ub=37

Mansur Hashim
4 people in common
Add them:  
https://plus.google.com/_/notifi...",routine,update,medium
email,Enjoy the Summer of Slacker  ,"""Slacker Radio"" <newletters@slacker.com>","Tue, 26 May 2015 16:50:00 -0700","

Start listening for free!
http://newsletter.slacker.com/ct/4557800:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

Download for free and listen anywhere.
iTunes App Store:
http://newsletter.slacker.com/ct/4557789:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

Google Play Store:
http://newsletter.slacker.com/ct/4557790:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

Slacker Radio has your perfect summer soundtrack. Dive into Pop
Pool Party, kick back with Rock & Roll BBQ & set sail with Yacht
Rock!
http://newsletter.slacker.com/ct/4557786:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

support@slacker.com
Copyright © 2014 Slacker, Inc. All rights reserved.
16935 W. Bernardo Dr. Suite 270 San Diego, CA 92127



****************************************************************
This is a test message, this footer is for display purposes only.
You do not have the option to unsubscribe or change your
preferences.
        






","

Start listening for free!
http://newsletter.slacker.com/ct/4557800:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

Download for free and listen anywhere.
iTunes App Store:
http://newsletter.slacker.com/ct/4557789:12979213536:m:3:431043254:4461B27278778383D7AE3F017FFE7E93:r

...",unclassified,,low
